#	ファイル	ページグループ	メインKW（Vol）	現在のタイトル	体験型タイトル案	サブKW	サブVol	対応H2	H2にKW含む？	カニバリ	総合判定
1	guide.mdx	仲介手数料_基礎解説	仲介手数料（18,100）	仲介手数料とは？計算方法・相場・上限・無料の仕組みまで完全ガイド【2026年最新】	仲介手数料とは？売買8回の実体験で解説｜計算方法・相場・0円にできたケースも紹介	仲介手数料とは	2400	仲介手数料とは？わかりやすく解説	○	— ピラーなので各子ページと意図的に重複	○ 良好
5	negotiation.mdx	仲介手数料_交渉ガイド	仲介手数料 交渉（3,600）			仲介手数料 値切れる	880	仲介手数料は交渉できる？値切れる？	○	—
5	negotiation.mdx	仲介手数料_交渉ガイド	仲介手数料 交渉（3,600）			仲介手数料 半額	480	半額にするにはどうすればいい？	○	—
5	negotiation.mdx	仲介手数料_交渉ガイド	仲介手数料 交渉（3,600）			仲介手数料 半額 不動産	320	半額にするにはどうすればいい？	○ 文脈でカバー	—
5	negotiation.mdx	仲介手数料_交渉ガイド	仲介手数料 交渉（3,600）			仲介手数料 交渉 例文	210	（H2/H3なし — 設計にあるが未実装）	✕ 未実装	— タイトルに「例文」あるがH2なし
5	negotiation.mdx	仲介手数料_交渉ガイド	仲介手数料 交渉（3,600）			仲介手数料 値引き	210	実際どこまで下がる？値引きの実態	○	—
5	negotiation.mdx	仲介手数料_交渉ガイド	仲介手数料 交渉（3,600）			仲介手数料 交渉 言い方	140	（H2/H3なし — 設計にあるが未実装）	✕ 未実装	— タイトルに「言い方」あるがH2なし
5	negotiation.mdx	仲介手数料_交渉ガイド	仲介手数料 交渉（3,600）			仲介手数料 安くする方法	140	交渉だけじゃない？仲介手数料を安くする方法	○	—
5	negotiation.mdx	仲介手数料_交渉ガイド	仲介手数料 交渉（3,600）			仲介手数料 割引	140	実際どこまで下がる？値引きの実態	○ 文脈でカバー	—
5	negotiation.mdx	仲介手数料_交渉ガイド	仲介手数料 交渉（3,600）			仲介手数料 交渉の仕方	90	仲介手数料は交渉できる？値切れる？	○ 文脈でカバー	—
5	negotiation.mdx	仲介手数料_交渉ガイド	仲介手数料 交渉（3,600）			仲介手数料 交渉 タイミング	70	いつ切り出す？交渉のベストタイミング	○	—
6	legal-limit.mdx	仲介手数料上限	仲介手数料 上限（1,300）	仲介手数料の上限｜宅建業法の規定・2024年法改正・800万円以下の特例を解説【2026年版】	仲介手数料の上限｜700万円台の物件購入で2024年法改正の影響を実際に受けた体験から解説	仲介手数料 1ヶ月 違法	1300	請求された金額に疑問を感じたら（実際のH2）	△ H2に「違法」なし	— rental.mdxにも「1ヶ月」あるが賃貸/売買で差別化	△ 「違法」H2が設計と異なる
6	legal-limit.mdx	仲介手数料上限	仲介手数料 上限（1,300）			仲介手数料 宅建業法	480	いくらまで請求される？仲介手数料の上限は法律で決まっている	○ H3「宅建業法の規定」あり	—
6	legal-limit.mdx	仲介手数料上限	仲介手数料 上限（1,300）			仲介手数料 法律	390	いくらまで請求される？仲介手数料の上限は法律で決まっている	○ H2に「法律」含む	—
6	legal-limit.mdx	仲介手数料上限	仲介手数料 上限（1,300）			仲介手数料 800万円以下 改正	210	知らないと損する？2024年法改正（800万円以下の特例）	○	— legal-limitが800万円以下の本家。price-examplesはH3で補足のみ
6	legal-limit.mdx	仲介手数料上限	仲介手数料 上限（1,300）			仲介手数料 宅建	210	いくらまで請求される？仲介手数料の上限は法律で決まっている	○ H3「宅建業法の規定」でカバー	—
6	legal-limit.mdx	仲介手数料上限	仲介手数料 上限（1,300）			仲介手数料 違法	70	請求された金額に疑問を感じたら（実際のH2）	△ H2に「違法」なし — 設計では「上限を超える請求は違法？」だった	—
6	legal-limit.mdx	仲介手数料上限	仲介手数料 上限（1,300）			仲介手数料 400万円以下	70	以前からあった400万円以下の特例も要チェック	○	—
6	legal-limit.mdx	仲介手数料上限	仲介手数料 上限（1,300）			仲介手数料 空き家	（複合）	空き家を買うなら要確認！低廉な空き家の特例	○	—
7	tax.mdx	仲介手数料_消費税解説	仲介手数料 消費税（880）	仲介手数料と消費税｜課税・非課税の仕組み、土地の扱い、税込計算を解説【2026年版】	仲介手数料の消費税｜7回の購入で毎回「税込でいくら？」と悩んだ経験から解説	仲介手数料 不動産 消費税	260	何が課税で何が非課税？不動産取引の消費税の全体像	○	—	○ 良好
7	tax.mdx	仲介手数料_消費税解説	仲介手数料 消費税（880）			仲介手数料 消費税 土地	210	土地は非課税なのに手数料は課税？その理由	○	—
7	tax.mdx	仲介手数料_消費税解説	仲介手数料 消費税（880）			仲介手数料 税金	170	（H2に「税金」明示なし）	△ 文脈でカバー	—
7	tax.mdx	仲介手数料_消費税解説	仲介手数料 消費税（880）			仲介手数料 税	170	（H2に「税」単独なし）	△ 文脈でカバー	—
7	tax.mdx	仲介手数料_消費税解説	仲介手数料 消費税（880）			仲介手数料 税込	70	税込？税別？間違えやすい仲介手数料の表示	○	—
7	tax.mdx	仲介手数料_消費税解説	仲介手数料 消費税（880）			仲介手数料 消費税 計算	70	意外と知らない？仲介手数料に消費税はかかる？	△「計算」明示なし	—
8	price-examples.mdx	仲介手数料_金額別	仲介手数料 高い（210）＋何パーセント（90）	仲介手数料は高い？何パーセント？｜3%＋6万円の意味と計算例【2026年版】	仲介手数料は高い？｜売買8回で実際に払った金額と何パーセントかを一覧で公開	仲介手数料 800万円以下	720	800万円以下の特例（2024年法改正）（H3）	○ H3でカバー	— legal-limitが本家、ここはH3で補足	○ タイトル改善済
8	price-examples.mdx	仲介手数料_金額別	仲介手数料 高い（210）＋何パーセント（90）			仲介手数料 400万円以下 改正	320	（H2なし）	✕ 未カバー	⚠ legal-limit.mdxに「400万円以下の改正」H2あり
8	price-examples.mdx	仲介手数料_金額別	仲介手数料 高い（210）＋何パーセント（90）			仲介手数料 33万円	260	800万円以下の特例テーブル内	△ テーブル内	—
8	price-examples.mdx	仲介手数料_金額別	仲介手数料 高い（210）＋何パーセント（90）			仲介手数料 高い	210	高すぎる？仲介手数料の適正額を判断する方法	○ タイトルにも含む	—
8	price-examples.mdx	仲介手数料_金額別	仲介手数料 高い（210）＋何パーセント（90）			仲介手数料 高すぎる	110	高すぎる？仲介手数料の適正額を判断する方法	○	—
8	price-examples.mdx	仲介手数料_金額別	仲介手数料 高い（210）＋何パーセント（90）			仲介手数料 30万円	110	800万円以下の特例テーブル内	△ テーブル内	—
8	price-examples.mdx	仲介手数料_金額別	仲介手数料 高い（210）＋何パーセント（90）			仲介手数料 何パーセント	90	3%？5%？仲介手数料は何パーセント？	○ タイトルにも含む	—
8	price-examples.mdx	仲介手数料_金額別	仲介手数料 高い（210）＋何パーセント（90）			仲介手数料 3パーセント	70	3%？5%？仲介手数料は何パーセント？	○	—
8	price-examples.mdx	仲介手数料_金額別	仲介手数料 高い（210）＋何パーセント（90）			仲介手数料 6万円	70	速算式の「＋6万円」の意味	○ タイトルにも含む	—
9	housing-loan.mdx	仲介手数料_住宅ローン	仲介手数料 住宅ローン（210）	仲介手数料は住宅ローンに組み込める？｜実体験で解説する方法と注意点【2026年版】	仲介手数料は住宅ローンに組み込める？｜6,900万円をオーバーローンで購入した実体験	仲介手数料 ローンに組み込む	110	住宅ローンに仲介手数料を含められる？結論から解説	○	—	○ 良好（Vol小さいが独自性高い）
9	housing-loan.mdx	仲介手数料_住宅ローン	仲介手数料 住宅ローン（210）			仲介手数料 ローン	90	住宅ローンに仲介手数料を含められる？結論から解説	○	—
