No	区分	キーワード	SEO難易度	月間検索数	判定	検索意図	テーマ	記事の方向性	ページ種類	トピック	ページグループ	想定ページタイトル	観点	トピカル貢献	ページ役割
1	＋	固定資産税	32	135000	記事	Know（固定資産税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	固定資産税_基礎解説	固定資産税の基礎知識まとめ	権威構築	必須	ピラーページ
2	＋	固定資産税 計算	33	40500	計算ページ	Do（固定資産税を計算したい）	計算方法	実務ガイド	計算ツール		固定資産税計算	固定資産税の計算方法・シミュレーション	ツール集客	必須	計算ツール
35	＋＋	固定資産税 いくらから	33	260	記事	Know（いくらかかるか知りたい）	計算方法	データ一覧	ガイド記事	金額目安	固定資産税計算	固定資産税の計算方法・シミュレーション	権威構築	必須	計算ツール
36	＋＋	固定資産税 いくら 月	N/A	0	削除			解説		検索なし			対象外	不要
37	＋＋	固定資産税 いくら 一戸建て 築50年	29	480	記事	Know（いくらかかるか知りたい）	住宅タイプ別	データ一覧	ガイド記事	金額目安	固定資産税住宅		権威構築	補足
38	＋＋	固定資産税 いくら払っ てい ますか 知恵袋	34	480	削除			解説		QAサイト			対象外	不要
39	＋＋	固定資産税 いくら 一戸建て 平均 年間	31	210	記事	Know（いくらかかるか知りたい）	住宅タイプ別	データ一覧	ガイド記事	金額目安	固定資産税住宅		権威構築	補足
40	＋＋	固定資産税 いくら 東京	N/A	10	削除			解説		地域KW			対象外	不要
41	＋＋	固定資産税 いくら 一戸建て 平均	31	2400	記事	Know（いくらかかるか知りたい）	住宅タイプ別	データ一覧	ガイド記事	金額目安	固定資産税住宅		権威構築	補足
42	＋＋	固定資産税評価額 調べ方	30	3600	記事	Know（評価額の仕組みを知りたい）	固定資産	解説	解説記事	評価額	固定資産税評価額	固定資産税の評価額の調べ方・計算方法	権威構築	必須	計算ツール
43	＋＋	固定資産税評価額 計算方法	30	1300	計算ページ	Do（固定資産税を計算したい）	固定資産	実務ガイド	計算ツール		固定資産税評価額	固定資産税の評価額の調べ方・計算方法	ツール集客	必須	計算ツール
44	＋＋	固定資産税評価額とは	30	1300	記事	Know（評価額の仕組みを知りたい）	固定資産	解説	解説記事	評価額	固定資産税評価額	固定資産税の評価額の調べ方・計算方法	権威構築	必須	計算ツール
45	＋＋	固定資産税評価額 実勢価格	25	1300	記事	Know（評価額の仕組みを知りたい）	固定資産	解説	解説記事	評価額	固定資産税評価額	固定資産税の評価額の調べ方・計算方法	権威構築	必須	計算ツール
46	＋＋	固定資産税評価額 相続税評価額	41	720	記事	Know（評価額の仕組みを知りたい）	固定資産	解説	解説記事	評価額	固定資産税評価額	固定資産税の評価額の調べ方・計算方法	権威構築	必須	計算ツール
47	＋＋	固定資産税評価額 時価	27	390	記事	Know（評価額の仕組みを知りたい）	固定資産	解説	解説記事	評価額	固定資産税評価額	固定資産税の評価額の調べ方・計算方法	権威構築	必須	計算ツール
48	＋＋	固定資産税評価額 見方	31	590	記事	Know（評価額の仕組みを知りたい）	固定資産	解説	解説記事	評価額	固定資産税評価額	固定資産税の評価額の調べ方・計算方法	権威構築	必須	計算ツール
49	＋＋	固定資産税評価額 課税標準額	31	480	記事	Know（評価額の仕組みを知りたい）	固定資産	解説	解説記事	評価額	固定資産税評価額	固定資産税の評価額の調べ方・計算方法	権威構築	必須	計算ツール
50	＋＋	固定資産税評価額と実勢価格	25	1300	記事	Know（評価額の仕組みを知りたい）	固定資産	解説	解説記事	評価額	固定資産税評価額	固定資産税の評価額の調べ方・計算方法	権威構築	必須	計算ツール
51	＋＋	固定資産税とは 簡単に	33	880	記事	Know（固定資産税の仕組みを理解したい）	基礎知識	解説	解説記事	基礎解説	固定資産税基礎解説	固定資産税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
52	＋＋	固定資産税とは わかりやすく	44	1600	記事	Know（固定資産税の仕組みを理解したい）	基礎知識	解説	解説記事	基礎解説	固定資産税基礎解説	固定資産税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
53	＋＋	固定資産税とは 一戸建て	N/A	10	記事	Know（固定資産税の仕組みを理解したい）	住宅タイプ別	解説	解説記事	基礎解説	固定資産税住宅		権威構築	補足
54	＋＋	固定資産税とは わかりやすく 中学生	33	260	記事	Know（固定資産税の仕組みを理解したい）	基礎知識	解説	解説記事	基礎解説	固定資産税基礎解説	固定資産税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
55	＋＋	固定資産税とは マンション	43	12100	記事	Know（固定資産税の仕組みを理解したい）	住宅タイプ別	解説	解説記事	基礎解説	固定資産税住宅		権威構築	補足
56	＋＋	固定資産税とは 家	N/A	50	記事	Know（固定資産税の仕組みを理解したい）	基礎知識	解説	解説記事	基礎解説	固定資産税基礎解説	固定資産税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
57	＋＋	固定資産税とは 土地と建物	N/A	20	記事	Know（固定資産税の仕組みを理解したい）	基礎知識	解説	解説記事	基礎解説	固定資産税基礎解説	固定資産税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
58	＋＋	固定資産税とは いくら	N/A	20	記事	Know（いくらかかるか知りたい）	計算方法	データ一覧	ガイド記事	金額目安	固定資産税計算	固定資産税の計算方法・シミュレーション	権威構築	必須	計算ツール
59	＋＋	固定資産税とは何か	N/A	20	記事	Know（固定資産税の仕組みを理解したい）	基礎知識	解説	解説記事	基礎解説	固定資産税基礎解説	固定資産税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
60	＋＋	固定資産税 クレジットカード 手数料	49	1300	記事	Do（支払い方法を調べたい）	支払い方法	ハウツー	ガイド記事	支払い方法	固定資産税支払い		権威構築	補足
61	＋＋	固定資産税 クレジットカード 支払いサイト	47	390	記事	Know（いつ届くか・いつ払うか知りたい）	支払い方法	解説	ガイド記事	支払い時期	固定資産税支払い		権威構築	補足
62	＋＋	固定資産税 クレジットカード 東京都	48	1000	削除			解説		地域KW			対象外	不要
63	＋＋	固定資産税 クレジットカード ポイント	33	720	記事	Do（支払い方法を調べたい）	支払い方法	ハウツー	ガイド記事	支払い方法	固定資産税支払い		権威構築	補足
64	＋＋	固定資産税 クレジットカード払い	48	390	記事	Do（支払い方法を調べたい）	支払い方法	ハウツー	ガイド記事	支払い方法	固定資産税支払い		権威構築	補足
65	＋＋	固定資産税 クレジットカード コンビニ	33	720	記事	Do（支払い方法を調べたい）	支払い方法	ハウツー	ガイド記事	支払い方法	固定資産税支払い		権威構築	補足
66	＋＋	固定資産税 クレジットカード 手数料 計算	N/A	140	計算ページ	Do（固定資産税を計算したい）	支払い方法	実務ガイド	計算ツール		固定資産税支払い		ツール集客	補足
67	＋＋	固定資産税 クレジットカード 東京都 手数料	N/A	50	削除			解説		地域KW			対象外	不要
68	＋＋	固定資産税 クレジットカード 支払い	33	1000	記事	Know（いつ届くか・いつ払うか知りたい）	支払い方法	解説	ガイド記事	支払い時期	固定資産税支払い		権威構築	補足
69	＋＋	固定資産税 支払い方法	48	2400	記事	Know（いつ届くか・いつ払うか知りたい）	支払い方法	解説	ガイド記事	支払い時期	固定資産税支払い		権威構築	補足
70	＋＋	固定資産税 支払時期	33	1300	記事	Know（支払時期・期限を知りたい）	時期・スケジュール	解説	ガイド記事	支払い時期	固定資産税_支払い時期		権威構築	補足
71	＋＋	固定資産税 支払い お得	33	2900	記事	Know（いつ届くか・いつ払うか知りたい）	支払い方法	解説	ガイド記事	支払い時期	固定資産税支払い		権威構築	補足
72	＋＋	固定資産税 支払い忘れ	31	390	記事	Know（いつ届くか・いつ払うか知りたい）	支払い方法	解説	ガイド記事	支払い時期	固定資産税支払い		権威構築	補足
73	＋＋	固定資産税 支払い クレジットカード	33	1000	記事	Know（いつ届くか・いつ払うか知りたい）	支払い方法	解説	ガイド記事	支払い時期	固定資産税支払い		権威構築	補足
74	＋＋	固定資産税 支払い いつ	40	480	記事	Know（いつ届くか・いつ払うか知りたい）	支払い方法	解説	ガイド記事	支払い時期	固定資産税支払い		権威構築	補足
75	＋＋	固定資産税 支払いサイト	45	260	記事	Know（いつ届くか・いつ払うか知りたい）	支払い方法	解説	ガイド記事	支払い時期	固定資産税支払い		権威構築	補足
76	＋＋	固定資産税 支払日	46	260	記事	Know（支払時期・期限を知りたい）	時期・スケジュール	解説	ガイド記事	支払い時期	固定資産税_支払い時期		権威構築	補足
77	＋＋	固定資産税 計算方法 マンション	33	260	計算ページ	Do（固定資産税を計算したい）	住宅タイプ別	実務ガイド	計算ツール		固定資産税住宅		ツール集客	補足
78	＋＋	固定資産税 計算方法 土地	32	210	計算ページ	Do（固定資産税を計算したい）	計算方法	実務ガイド	計算ツール		固定資産税計算	固定資産税の計算方法・シミュレーション	ツール集客	必須	計算ツール
79	＋＋	固定資産税 計算方法 建物	31	170	計算ページ	Do（固定資産税を計算したい）	計算方法	実務ガイド	計算ツール		固定資産税計算	固定資産税の計算方法・シミュレーション	ツール集客	必須	計算ツール
80	＋＋	固定資産税 計算方法 設備	N/A	10	計算ページ	Do（固定資産税を計算したい）	計算方法	実務ガイド	計算ツール		固定資産税計算	固定資産税の計算方法・シミュレーション	ツール集客	必須	計算ツール
81	＋＋	固定資産税 計算方法 評価額	46	1300	計算ページ	Do（固定資産税を計算したい）	固定資産	実務ガイド	計算ツール		固定資産税評価額	固定資産税の評価額の調べ方・計算方法	ツール集客	必須	計算ツール
82	＋＋	固定資産税 計算方法 償却資産	N/A	40	計算ページ	Do（固定資産税を計算したい）	計算方法	実務ガイド	計算ツール		固定資産税計算	固定資産税の計算方法・シミュレーション	ツール集客	必須	計算ツール
83	＋＋	固定資産税 計算方法 路線価	N/A	20	計算ページ	Do（固定資産税を計算したい）	固定資産	実務ガイド	計算ツール		固定資産税評価額	固定資産税の評価額の調べ方・計算方法	ツール集客	必須	計算ツール
84	＋＋	固定資産税 計算方法 法人	N/A	10	計算ページ	Do（固定資産税を計算したい）	計算方法	実務ガイド	計算ツール		固定資産税計算	固定資産税の計算方法・シミュレーション	ツール集客	必須	計算ツール
85	＋＋	固定資産税路線価とは	30	480	記事	Know（評価額の仕組みを知りたい）	固定資産	解説	解説記事	評価額	固定資産税評価額	固定資産税の評価額の調べ方・計算方法	権威構築	必須	計算ツール
86	＋＋	固定資産税路線価 調べ方	N/A	210	記事	Know（評価額の仕組みを知りたい）	固定資産	解説	解説記事	評価額	固定資産税評価額	固定資産税の評価額の調べ方・計算方法	権威構築	必須	計算ツール
87	＋＋	固定資産税路線価 相続税路線価 違い	29	390	記事	Know（評価額の仕組みを知りたい）	固定資産	解説	解説記事	評価額	固定資産税評価額	固定資産税の評価額の調べ方・計算方法	権威構築	必須	計算ツール
88	＋＋	固定資産税路線価 実勢価格	N/A	260	記事	Know（評価額の仕組みを知りたい）	固定資産	解説	解説記事	評価額	固定資産税評価額	固定資産税の評価額の調べ方・計算方法	権威構築	必須	計算ツール
89	＋＋	固定資産税路線価 令和7年	N/A	110	記事	Know（評価額の仕組みを知りたい）	固定資産	解説	解説記事	評価額	固定資産税評価額	固定資産税の評価額の調べ方・計算方法	権威構築	必須	計算ツール
90	＋＋	固定資産税路線価 相続税路線価	31	480	記事	Know（評価額の仕組みを知りたい）	固定資産	解説	解説記事	評価額	固定資産税評価額	固定資産税の評価額の調べ方・計算方法	権威構築	必須	計算ツール
91	＋＋	固定資産税路線価図	N/A	110	記事	Know（評価額の仕組みを知りたい）	固定資産	解説	解説記事	評価額	固定資産税評価額	固定資産税の評価額の調べ方・計算方法	権威構築	必須	計算ツール
92	＋＋	固定資産税路線価 見方	N/A	110	記事	Know（評価額の仕組みを知りたい）	固定資産	解説	解説記事	評価額	固定資産税評価額	固定資産税の評価額の調べ方・計算方法	権威構築	必須	計算ツール
93	＋＋	固定資産税路線価 計算	32	210	計算ページ	Do（固定資産税を計算したい）	固定資産	実務ガイド	計算ツール		固定資産税評価額	固定資産税の評価額の調べ方・計算方法	ツール集客	必須	計算ツール
94	＋＋	固定資産税 勘定科目 個人事業主	44	320	記事	Do（会計処理を調べたい）	固定資産	実務ガイド	解説記事	会計処理	固定資産税経理		権威構築	補足
95	＋＋	固定資産税 勘定科目 法人	N/A	170	記事	Do（会計処理を調べたい）	固定資産	実務ガイド	解説記事	会計処理	固定資産税経理		権威構築	補足
96	＋＋	固定資産税 勘定科目 個人	N/A	90	記事	Do（会計処理を調べたい）	固定資産	実務ガイド	解説記事	会計処理	固定資産税経理		権威構築	補足
97	＋＋	固定資産税 勘定科目 税区分	N/A	20	記事	Do（会計処理を調べたい）	固定資産	実務ガイド	解説記事	会計処理	固定資産税経理		権威構築	補足
98	＋＋	固定資産税 確定申告 控除	47	880	記事	Do（確定申告での処理を知りたい）	固定資産	実務ガイド	ハウツー記事	確定申告	固定資産税経理		権威構築	補足
99	＋＋	固定資産税 確定申告 個人	N/A	170	記事	Do（確定申告での処理を知りたい）	固定資産	実務ガイド	ハウツー記事	確定申告	固定資産税経理		権威構築	補足
100	＋＋	固定資産税 確定申告 やり方	N/A	170	記事	Do（確定申告での処理を知りたい）	固定資産	実務ガイド	ハウツー記事	確定申告	固定資産税経理		権威構築	補足
101	＋＋	固定資産税 確定申告 還付	N/A	40	記事	Do（確定申告での処理を知りたい）	固定資産	実務ガイド	ハウツー記事	確定申告	固定資産税経理		権威構築	補足
102	＋＋	固定資産税 確定申告 経費	N/A	140	記事	Do（会計処理を調べたい）	固定資産	実務ガイド	解説記事	会計処理	固定資産税経理		権威構築	補足
103	＋＋	固定資産税 確定申告 科目	N/A	20	記事	Do（確定申告での処理を知りたい）	固定資産	実務ガイド	ハウツー記事	確定申告	固定資産税経理		権威構築	補足
104	＋＋	固定資産税 確定申告 期間	N/A	0	削除			解説		検索なし			対象外	不要
105	＋＋	固定資産税 確定申告 必要書類	N/A	140	記事	Do（確定申告での処理を知りたい）	固定資産	実務ガイド	ハウツー記事	確定申告	固定資産税経理		権威構築	補足
106	＋＋	固定資産税 確定申告 控除 個人	N/A	110	記事	Do（確定申告での処理を知りたい）	固定資産	実務ガイド	ハウツー記事	確定申告	固定資産税経理		権威構築	補足
107	＋＋	固定資産税 支払月	32	5400	記事	Know（固定資産税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	固定資産税_基礎解説	固定資産税の基礎知識まとめ	権威構築	必須	ピラーページ
108	＋＋	固定資産税 支払い月 一括	N/A	140	記事	Know（いつ届くか・いつ払うか知りたい）	支払い方法	解説	ガイド記事	支払い時期	固定資産税支払い		権威構築	補足
109	＋＋	固定資産税 支払い月 東京	N/A	50	削除			解説		地域KW			対象外	不要
110	＋＋	固定資産税 支払い月 静岡市	N/A	70	削除			解説		地域KW			対象外	不要
111	＋＋	固定資産税 支払い月 さいたま市	N/A	110	削除			解説		地域KW			対象外	不要
112	＋＋	固定資産税 支払い月 熊本	N/A	0	削除			解説		検索なし			対象外	不要
113	＋＋	固定資産税 支払い月 福岡市	N/A	0	削除			解説		検索なし			対象外	不要
114	＋＋	固定資産税 支払い月 京都市	N/A	20	削除			解説		地域KW			対象外	不要
115	＋＋	固定資産税 支払い月 名古屋市	N/A	40	削除			解説		地域KW			対象外	不要
116	＋＋	固定資産税 マンション いくら	41	2900	記事	Know（いくらかかるか知りたい）	住宅タイプ別	データ一覧	ガイド記事	金額目安	固定資産税住宅		権威構築	補足
117	＋＋	固定資産税 マンション 戸建て	29	720	記事	Know（物件タイプ別の税額を知りたい）	住宅タイプ別	解説	ガイド記事	物件タイプ別	固定資産税住宅		権威構築	補足
118	＋＋	固定資産税 マンション 計算	33	1600	計算ページ	Do（固定資産税を計算したい）	住宅タイプ別	実務ガイド	計算ツール		固定資産税住宅		ツール集客	補足
119	＋＋	固定資産税 マンション 目安	33	1000	記事	Know（いくらかかるか知りたい）	住宅タイプ別	データ一覧	ガイド記事	金額目安	固定資産税住宅		権威構築	補足
120	＋＋	固定資産税 マンション 中古	27	1300	記事	Know（物件タイプ別の税額を知りたい）	住宅タイプ別	解説	ガイド記事	物件タイプ別	固定資産税住宅		権威構築	補足
121	＋＋	固定資産税 マンション 築年数	N/A	30	記事	Know（物件タイプ別の税額を知りたい）	固定資産	解説	ガイド記事	物件タイプ別	固定資産税新築		権威構築	補足
122	＋＋	固定資産税 マンションと戸建て	N/A	40	記事	Know（物件タイプ別の税額を知りたい）	住宅タイプ別	解説	ガイド記事	物件タイプ別	固定資産税住宅		権威構築	補足
123	＋＋	固定資産税 マンション 1億円	N/A	40	記事	Know（物件タイプ別の税額を知りたい）	住宅タイプ別	解説	ガイド記事	物件タイプ別	固定資産税住宅		権威構築	補足
124	＋＋	固定資産税 マンション 戸建て どっち	27	40	記事	Know（物件タイプ別の税額を知りたい）	住宅タイプ別	解説	ガイド記事	物件タイプ別	固定資産税住宅		権威構築	補足
125	＋＋	固定資産税 免除 障害者	30	1300	記事	Know（固定資産税の控除・軽減を知りたい）	固定資産	解説	解説記事	控除・特例	固定資産税軽減	固定資産税の控除・軽減措置まとめ	権威構築	必須	解説記事
126	＋＋	固定資産税 免除 条件	29	480	記事	Know（固定資産税の控除・軽減を知りたい）	固定資産	解説	解説記事	控除・特例	固定資産税軽減	固定資産税の控除・軽減措置まとめ	権威構築	必須	解説記事
127	＋＋	固定資産税 免除 高齢者	N/A	0	削除			解説		検索なし			対象外	不要
128	＋＋	固定資産税 免除 新築	40	170	記事	Know（物件タイプ別の税額を知りたい）	固定資産	解説	ガイド記事	物件タイプ別	固定資産税新築		権威構築	補足
129	＋＋	固定資産税 免除 低所得	29	720	記事	Know（固定資産税の控除・軽減を知りたい）	固定資産	解説	解説記事	控除・特例	固定資産税軽減	固定資産税の控除・軽減措置まとめ	権威構築	必須	解説記事
130	＋＋	固定資産税 免除 法人	N/A	10	記事	Know（固定資産税の控除・軽減を知りたい）	固定資産	解説	解説記事	控除・特例	固定資産税軽減	固定資産税の控除・軽減措置まとめ	権威構築	必須	解説記事
131	＋＋	固定資産税 免除点	N/A	0	削除			解説		検索なし			対象外	不要
132	＋＋	固定資産税 免除 土地	N/A	20	記事	Know（物件タイプ別の税額を知りたい）	固定資産	解説	ガイド記事	物件タイプ別	固定資産税軽減	固定資産税の控除・軽減措置まとめ	権威構築	必須	解説記事
133	＋＋	固定資産税 免除 宅建	N/A	0	削除			解説		検索なし			対象外	不要
134	＋α	固定資産税 0円	N/A	70	記事	Know（固定資産税がゼロ・不要のケースを知りたい）	控除・特例	解説	解説記事	非課税・ゼロ	固定資産税_非課税・ゼロ		権威構築	補足
135	＋α	固定資産税 0.7	N/A	30	記事	Know（固定資産税の具体的条件を知りたい）	具体例	解説	ガイド記事	具体例・ケース	固定資産税_具体例・ケース		権威構築	補足
136	＋α	固定資産税 0になる	N/A	10	記事	Know（固定資産税がゼロ・不要のケースを知りたい）	控除・特例	解説	解説記事	非課税・ゼロ	固定資産税_非課税・ゼロ		権威構築	補足
137	＋α	固定資産税 0円物件	N/A	0	削除			解説		検索なし			対象外	不要
138	＋α	固定資産税 0.014	N/A	0	削除			解説		検索なし			対象外	不要
139	＋α	固定資産税 0円 なぜ	N/A	0	削除			解説		検索なし			対象外	不要
140	＋α	固定資産税 0	N/A	10	記事	Know（固定資産税の具体例を知りたい）	具体例	解説	ガイド記事	具体例・ケース	固定資産税_具体例・ケース		権威構築	補足
141	＋α	固定資産税 0円 土地	N/A	20	記事	Know（物件タイプ別の税額を知りたい）	固定資産	解説	ガイド記事	物件タイプ別	固定資産税_物件タイプ別		権威構築	補足
142	＋α	固定資産税 0.7 根拠	N/A	0	削除			解説		検索なし			対象外	不要
143	＋α	固定資産税 12月	N/A	70	記事	Know（固定資産税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	固定資産税_基礎解説	固定資産税の基礎知識まとめ	権威構築	必須	ピラーページ
144	＋α	固定資産税 10年後	31	320	記事	Know（経過年数の影響を知りたい）	固定資産	解説	ガイド記事	経過年数	固定資産税_経過年数		権威構築	補足
145	＋α	固定資産税 1月1日	30	210	記事	Know（固定資産税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	固定資産税_基礎解説	固定資産税の基礎知識まとめ	権威構築	必須	ピラーページ
146	＋α	固定資産税 10万 評価額	32	390	記事	Know（評価額の仕組みを知りたい）	固定資産	解説	解説記事	評価額	固定資産税評価額	固定資産税の評価額の調べ方・計算方法	権威構築	必須	計算ツール
147	＋α	固定資産税 1月1日時点	N/A	90	記事	Know（固定資産税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	固定資産税_基礎解説	固定資産税の基礎知識まとめ	権威構築	必須	ピラーページ
148	＋α	固定資産税 100坪	29	880	記事	Know（面積別の固定資産税を知りたい）	固定資産	解説	ガイド記事	面積別	固定資産税_面積別		権威構築	補足
149	＋α	固定資産税 100万	N/A	110	記事	Know（金額別の固定資産税を知りたい）	金額別	解説	ガイド記事	金額別	固定資産税_金額別		権威構築	補足
150	＋α	固定資産税 1/6	30	90	記事	Know（固定資産税の倍率・特例を知りたい）	控除・特例	解説	解説記事	倍率・特例	固定資産税_倍率・特例		権威構築	補足
151	＋α	固定資産税 1.4	N/A	110	記事	Know（固定資産税の具体的条件を知りたい）	具体例	解説	ガイド記事	具体例・ケース	固定資産税_具体例・ケース		権威構築	補足
